Record_ID,Supplier_ID,Supplier_Name,Supplier_Country,Supplier_Region,Warehouse_Location,Product_Category,Product_Type,SKU,Product_Value_USD,Lead_Time_Days,Order_Quantity,Stock_Level,Reorder_Point,Safety_Stock,Inventory_Turnover,On_Time_Delivery_Rate,Quality_Rating,Defect_Rate_Percent,Supplier_Responsiveness_Score,Supplier_Capacity_Utilization,Financial_Stability_Score,Transportation_Mode,Carrier_Name,Shipping_Time_Days,Customs_Clearance_Time_Days,Transportation_Cost_USD,Geopolitical_Risk_Score,Weather_Risk_Score,Demand_Volatility,Supply_Volatility,Port_Congestion_Level,Supplier_Dependency_Score,Alternative_Suppliers_Available,Single_Source_Risk,Historical_Disruptions_Count,Average_Delay_Days,Contract_Compliance_Rate,Communication_Response_Time_Hours,Total_Annual_Spend_USD,Payment_Terms_Days,Price_Volatility_Percent,Production_Dependency_Level,Customer_Impact_Score,Revenue_At_Risk_USD,Disruption_Risk,Date,Disruption_Probability
SC00300,SUP026,Tech Components Ltd,Germany,Latin America,Los Angeles,Chemicals,Assembly,SKU8020,47247.0,19,1140,1048,812,795,7.95,87.63,68.72,3.6,65.6,90.3,49.0,Rail,XPO Logistics,44,1,10142.29,1.7,5.8,1.4,5.9,0.9,0.2,2,No,14,7.7,93.05,55.0,1082047.65,45,16.29,Medium,2.8,615405.68,0,2024-11-12,33.78
SC00301,SUP047,Euro Distributors,Vietnam,Asia-Pacific,Phoenix,Automotive Parts,Raw Material,SKU5572,30582.45,33,9209,2529,459,1409,3.72,72.94,68.99,4.25,94.6,66.9,43.9,Road Transport,DHL,36,7,40893.66,2.5,7.8,0.7,6.3,8.4,0.1,4,No,9,16.8,94.09,38.1,856090.55,30,13.37,Critical,3.8,321583.94,1,2025-10-16,38.27
SC00302,SUP022,Prime Materials Co,Taiwan,North America,Phoenix,Textiles,Finished Good,SKU5329,268020.54,12,8173,2964,1189,156,11.26,88.45,97.94,5.97,94.9,52.8,83.8,Multimodal,DB Schenker,42,8,40226.76,2.6,1.9,9.8,8.5,7.2,1.1,1,No,11,4.4,96.38,66.6,259631.25,60,11.48,Medium,8.2,570248.12,0,2025-12-18,40.52
SC00303,SUP007,Mega Manufacturing,USA,Europe,Boston,Textiles,Assembly,SKU3131,272614.39,9,9177,963,1165,1426,2.68,81.39,95.54,6.61,76.7,77.7,73.6,Road Transport,Maersk,29,8,24576.39,5.6,0.5,9.6,3.0,9.4,2.4,4,No,8,14.7,98.13,59.6,2816145.31,90,22.69,Low,1.8,236655.38,1,2025-01-06,36.14
SC00304,SUP016,Express Logistics,USA,Asia-Pacific,Los Angeles,Chemicals,Semi-Finished,SKU3636,320527.8,33,2852,536,565,1286,6.3,92.07,80.82,5.57,77.8,79.4,61.5,Rail,Maersk,17,1,15273.31,4.1,8.7,0.6,3.5,6.9,2.2,1,No,12,15.1,82.17,60.9,2745631.85,90,4.2,High,0.8,143375.67,1,2025-12-02,37.54
SC00305,SUP013,Mega Manufacturing,South Korea,Latin America,Los Angeles,Pharmaceuticals,Semi-Finished,SKU5178,364415.21,51,8313,4223,1981,118,8.96,69.32,99.5,7.39,72.1,96.7,88.5,Multimodal,Maersk,4,1,32085.59,9.5,0.8,4.4,9.1,9.4,9.9,0,No,8,8.4,87.06,48.8,1065907.94,45,0.24,Low,3.3,373970.26,1,2024-05-04,64.9
SC00306,SUP013,Express Logistics,South Korea,Latin America,Phoenix,Automotive Parts,Finished Good,SKU1092,488046.78,8,4669,3679,743,1493,6.58,86.92,65.01,6.56,88.7,86.3,63.3,Road Transport,COSCO,44,6,14763.53,1.3,2.5,1.9,9.0,5.5,3.1,4,No,4,5.9,93.72,22.6,3491880.56,60,1.83,Medium,4.2,739289.63,0,2025-07-01,34.6
SC00307,SUP035,Velocity Suppliers,Mexico,Europe,Seattle,Food & Beverage,Component,SKU6415,260568.67,16,6453,4187,848,363,2.92,74.75,86.49,4.49,74.3,95.9,87.8,Rail,XPO Logistics,29,3,12182.39,9.7,7.0,4.9,9.8,6.0,1.3,1,Yes,3,9.4,90.91,3.5,3718479.86,90,5.58,Low,5.4,916187.15,1,2024-08-30,52.23
SC00308,SUP029,Nexus Logistics,Taiwan,North America,Phoenix,Raw Materials,Finished Good,SKU8640,164863.45,49,2453,3724,1747,893,7.53,94.85,86.57,5.37,70.7,95.4,58.3,Sea Freight,UPS,4,0,36660.48,2.3,4.1,8.3,9.0,9.8,5.5,3,Yes,11,1.9,99.87,67.4,1332536.12,90,0.83,Medium,3.7,457714.05,1,2025-03-29,45.13
SC00309,SUP009,Express Logistics,Thailand,North America,Seattle,Electronics,Raw Material,SKU3536,398617.17,6,7537,542,1013,212,8.42,97.49,81.01,7.41,77.3,80.2,44.4,Multimodal,DHL,10,7,2496.1,7.7,8.8,9.5,1.3,6.4,8.6,2,No,8,0.9,70.41,42.6,1753293.83,90,12.57,Critical,7.9,642823.69,1,2025-02-01,35.56
SC00310,SUP028,Asia Sourcing,USA,North America,Los Angeles,Raw Materials,Assembly,SKU1654,139061.96,31,4899,845,1239,1450,9.04,99.87,78.89,4.95,63.7,76.4,96.0,Road Transport,Kuehne+Nagel,25,1,5191.04,3.4,3.0,6.3,8.2,0.3,6.8,1,No,8,2.2,80.65,22.2,4952834.78,90,7.85,Medium,0.4,103037.13,0,2024-01-09,39.5
SC00311,SUP012,Acme Corp,South Korea,Latin America,Phoenix,Electronics,Component,SKU3518,222290.85,35,786,3603,1352,641,5.73,92.86,80.94,6.6,89.9,77.9,63.7,Rail,DHL,31,2,836.01,1.4,0.1,3.5,4.1,7.2,3.0,4,Yes,14,3.7,78.43,11.6,1902609.12,90,4.51,Medium,4.3,904463.76,1,2025-02-06,36.32
SC00312,SUP018,Asia Sourcing,Taiwan,Asia-Pacific,Boston,Industrial Equipment,Finished Good,SKU6285,43835.91,55,8576,3036,774,746,7.64,91.38,79.52,5.51,60.5,98.9,87.6,Sea Freight,COSCO,3,4,8070.69,8.6,3.0,6.0,9.9,9.1,5.6,4,No,2,10.1,77.87,59.9,3815968.28,45,18.75,Medium,3.8,568604.21,1,2024-09-18,55.08
SC00313,SUP030,Prime Materials Co,India,Asia-Pacific,Chicago,Consumer Goods,Raw Material,SKU1833,17548.62,55,4911,2494,1332,678,6.51,72.54,90.57,4.42,85.8,88.7,56.7,Multimodal,UPS,2,2,3915.01,3.1,5.8,3.1,4.7,8.0,7.1,0,Yes,4,17.0,76.68,60.4,2290990.86,90,5.11,Medium,6.5,780338.25,1,2024-11-04,37.24
SC00314,SUP016,Global Supplies Inc,Thailand,North America,New York,Electronics,Raw Material,SKU5934,481510.97,40,9054,4485,1212,1188,8.72,76.76,69.74,1.93,67.3,55.3,78.8,Sea Freight,DHL,25,6,49792.22,6.6,3.8,9.1,5.5,5.8,7.3,3,Yes,2,4.7,91.27,58.8,3977056.9,45,17.19,Low,9.7,794441.2,0,2024-04-02,37.48
SC00315,SUP005,Prime Materials Co,China,Europe,New York,Electronics,Component,SKU9037,418810.16,40,5446,2719,1756,1415,7.84,81.3,71.92,3.41,69.3,88.9,92.4,Air Freight,COSCO,6,6,14796.09,5.7,5.3,8.7,5.3,6.7,6.7,1,No,9,18.7,72.54,46.8,3856665.03,30,8.73,Critical,5.1,256480.53,1,2024-08-29,41.53
SC00316,SUP029,Nexus Logistics,Taiwan,North America,Phoenix,Textiles,Raw Material,SKU6866,349507.23,30,5143,1884,869,124,7.26,92.07,71.32,7.74,85.4,58.5,42.5,Multimodal,Maersk,26,1,7888.77,4.7,8.8,5.6,3.2,9.9,8.7,3,Yes,1,19.1,92.25,27.0,3355392.32,30,12.8,High,9.9,529174.45,1,2024-10-31,33.63
SC00317,SUP036,Pacific Traders,Japan,North America,Chicago,Pharmaceuticals,Raw Material,SKU2194,207431.71,47,2528,4138,468,100,4.5,97.02,74.19,5.26,99.7,72.4,89.8,Rail,COSCO,8,6,12429.31,5.0,9.1,3.2,0.8,0.9,8.7,0,No,0,19.2,90.8,22.6,4281152.81,60,23.35,Low,3.0,960479.75,1,2024-08-03,27.61
SC00318,SUP007,Euro Distributors,South Korea,Europe,Houston,Industrial Equipment,Raw Material,SKU6207,90780.69,31,5226,4349,1385,1010,2.02,71.62,83.38,4.52,91.1,60.5,74.3,Rail,DHL,35,5,46838.22,7.3,2.7,2.9,9.0,6.7,5.8,2,No,11,16.8,77.52,1.6,4699131.55,45,0.93,Low,0.3,89634.54,1,2024-06-13,54.34
SC00319,SUP004,Asia Sourcing,China,North America,Houston,Pharmaceuticals,Raw Material,SKU9608,82436.34,9,8320,3201,1483,240,3.74,97.28,68.89,7.46,69.0,84.5,76.4,Multimodal,XPO Logistics,27,9,26247.93,0.9,4.6,0.3,8.0,2.8,4.3,3,Yes,9,7.3,77.59,60.2,2920917.44,60,12.51,Low,1.7,683049.9,0,2025-03-25,35.3
SC00320,SUP042,Prime Materials Co,China,Europe,Denver,Textiles,Finished Good,SKU4603,128870.23,24,9198,2710,1123,747,3.17,89.35,95.39,4.69,67.0,93.9,71.4,Air Freight,DHL,25,8,18558.5,6.7,5.5,8.2,1.4,6.4,6.4,0,Yes,1,1.5,88.87,7.2,1225471.09,30,21.36,Medium,4.0,962264.08,1,2025-10-08,29.22
SC00321,SUP035,Nexus Logistics,South Korea,Europe,Phoenix,Textiles,Component,SKU4012,276867.2,15,7913,1953,1325,287,6.49,86.38,75.41,4.21,94.6,64.5,92.5,Multimodal,FedEx,18,8,43732.88,9.0,9.5,4.5,7.8,6.1,8.2,1,Yes,7,11.4,92.87,45.8,2023213.36,30,14.7,High,3.2,300577.11,1,2024-11-20,47.56
SC00322,SUP001,Euro Distributors,Vietnam,Asia-Pacific,Seattle,Textiles,Assembly,SKU9529,358724.98,14,9745,4737,1729,1251,8.12,71.99,70.69,6.07,77.8,54.1,42.6,Road Transport,Kuehne+Nagel,1,1,20052.02,0.6,10.0,3.3,6.3,1.5,0.1,2,No,10,11.2,96.29,36.8,3803613.28,30,6.92,Low,1.0,861447.92,1,2025-10-21,34.85
SC00323,SUP006,Quantum Materials,Vietnam,Europe,Atlanta,Raw Materials,Assembly,SKU2117,331797.7,44,3456,3850,1958,300,4.13,66.94,88.65,5.7,65.5,64.9,55.7,Rail,COSCO,39,6,17082.92,1.4,2.4,4.7,4.1,2.1,9.9,4,No,7,17.0,95.56,38.4,3271873.25,30,9.94,Low,4.3,933657.55,1,2025-02-20,35.69
SC00324,SUP049,Nexus Logistics,USA,North America,Seattle,Pharmaceuticals,Raw Material,SKU9276,143567.28,42,8807,689,1794,1250,11.39,84.9,66.33,1.55,94.5,83.6,92.5,Sea Freight,DB Schenker,3,4,10760.48,7.2,7.3,8.2,2.5,6.2,1.8,0,Yes,2,19.9,98.95,66.8,930101.78,90,17.01,High,3.4,747086.21,1,2024-02-04,31.82
SC00325,SUP016,Euro Distributors,South Korea,Europe,Boston,Pharmaceuticals,Finished Good,SKU3611,477658.31,10,7366,1950,446,356,2.07,87.8,86.7,3.77,92.6,66.4,85.1,Rail,FedEx,4,5,19200.94,4.4,3.8,1.2,8.6,1.3,4.7,4,No,6,10.2,87.44,3.2,303635.73,30,22.27,Critical,1.2,231328.31,0,2024-10-07,37.43
SC00326,SUP011,Euro Distributors,South Korea,North America,New York,Automotive Parts,Raw Material,SKU7814,370258.97,12,6640,456,1863,646,9.72,72.38,89.44,3.78,99.4,63.9,41.1,Air Freight,DHL,41,0,16175.88,4.0,0.1,8.6,7.0,2.7,8.7,2,No,6,6.9,97.26,55.9,3430659.89,90,1.03,High,3.0,334000.72,0,2024-03-23,36.41
SC00327,SUP027,Acme Corp,USA,Europe,Atlanta,Industrial Equipment,Raw Material,SKU9897,279405.26,27,138,2130,1760,293,8.25,84.48,72.52,3.03,96.4,59.2,71.0,Multimodal,COSCO,37,6,34026.55,1.4,0.1,9.0,5.5,8.4,2.3,0,No,1,3.7,94.26,4.7,1292841.17,90,1.79,High,8.9,35809.29,1,2025-05-18,24.74
SC00328,SUP032,Global Supplies Inc,USA,Asia-Pacific,Boston,Raw Materials,Finished Good,SKU9798,307801.77,51,3442,3976,330,802,5.74,94.98,66.47,4.14,94.1,74.9,71.8,Rail,Kuehne+Nagel,15,5,14834.34,5.1,4.6,9.5,6.1,3.3,4.8,0,Yes,8,0.1,96.84,3.7,2523367.71,60,8.13,Medium,3.0,831453.23,1,2025-04-27,41.98
SC00329,SUP031,Express Logistics,Mexico,North America,Dallas,Industrial Equipment,Semi-Finished,SKU7609,212702.03,30,9178,4244,552,1227,2.5,94.23,77.73,3.3,62.1,63.8,64.1,Road Transport,Maersk,8,3,29071.39,1.3,4.9,4.0,0.9,4.9,1.3,2,Yes,2,10.2,70.35,31.5,3746396.52,90,5.82,Low,7.1,849611.19,0,2025-02-26,16.37
SC00330,SUP014,Prime Materials Co,Thailand,North America,Denver,Raw Materials,Component,SKU2506,127626.84,50,2944,1179,395,1388,8.27,97.46,68.45,1.59,64.2,86.6,57.8,Air Freight,Kuehne+Nagel,38,0,3761.66,4.8,0.2,2.2,4.7,9.4,4.0,1,Yes,1,11.1,98.98,5.5,2835200.56,60,6.62,Medium,6.1,632710.31,1,2024-12-06,29.83
SC00331,SUP026,Pacific Traders,Germany,North America,Houston,Pharmaceuticals,Assembly,SKU6724,181206.48,47,1198,4285,1129,901,5.86,77.81,69.08,3.3,82.8,53.8,80.9,Air Freight,FedEx,19,8,9968.81,7.6,6.9,3.7,1.9,2.3,1.8,0,Yes,11,16.5,84.21,57.0,462347.79,90,5.53,Critical,4.3,352527.85,1,2025-03-08,42.07
SC00332,SUP004,Nexus Logistics,USA,Europe,Houston,Consumer Goods,Finished Good,SKU4624,380133.82,16,7127,3565,1889,1041,11.36,76.13,73.9,0.58,81.3,83.2,52.5,Sea Freight,DB Schenker,26,3,20666.56,2.6,2.9,3.3,2.1,3.9,3.6,2,No,2,10.1,93.95,38.6,968622.17,90,4.9,Low,2.4,76811.03,0,2024-04-12,17.43
SC00333,SUP011,Prime Materials Co,Germany,Asia-Pacific,Seattle,Automotive Parts,Assembly,SKU4495,12124.78,30,1923,882,1605,1383,7.42,91.23,75.34,4.61,78.3,61.9,87.9,Rail,XPO Logistics,39,1,46878.99,4.8,5.6,1.8,6.6,6.1,3.7,3,No,1,18.3,73.82,3.1,1135674.51,30,3.27,Critical,3.7,753057.61,1,2024-06-13,35.38
SC00334,SUP025,Express Logistics,Japan,Asia-Pacific,New York,Pharmaceuticals,Finished Good,SKU6437,62455.96,17,3255,399,1221,513,11.4,80.09,83.55,6.83,75.9,74.5,88.2,Multimodal,FedEx,10,7,19173.97,9.9,3.0,6.1,9.1,7.6,9.9,4,Yes,14,12.6,81.88,3.9,1326428.06,45,23.35,Critical,5.9,726526.19,1,2025-12-16,61.58
SC00335,SUP001,Quantum Materials,Thailand,Asia-Pacific,Los Angeles,Chemicals,Finished Good,SKU6424,27771.31,44,3193,608,844,1481,4.2,68.06,88.74,5.8,77.2,64.3,64.9,Air Freight,UPS,38,1,33371.67,6.9,1.7,4.8,4.0,9.0,9.9,0,No,7,16.8,78.14,44.5,2848746.79,90,3.6,Low,3.5,912602.52,1,2024-09-24,46.49
SC00336,SUP025,Velocity Suppliers,Thailand,Asia-Pacific,New York,Textiles,Semi-Finished,SKU6911,25160.76,22,5758,1638,426,1198,9.26,74.9,85.75,2.88,82.8,86.1,57.0,Road Transport,Maersk,14,4,13126.82,8.4,4.1,8.7,2.1,9.2,1.1,3,Yes,4,3.0,78.75,58.2,2544630.61,45,5.11,Medium,2.1,730532.02,1,2025-06-02,35.0
SC00337,SUP017,Mega Manufacturing,Taiwan,Europe,Boston,Raw Materials,Raw Material,SKU5809,428452.99,29,3878,2148,900,1478,8.17,79.65,70.19,0.7,60.1,97.3,57.0,Road Transport,XPO Logistics,41,5,6788.16,4.1,2.3,0.3,6.5,7.8,7.3,0,No,2,17.1,73.7,32.1,1055642.19,45,6.16,Low,1.2,828694.94,1,2024-03-08,30.17
SC00338,SUP030,Euro Distributors,Mexico,North America,Boston,Industrial Equipment,Component,SKU4579,353310.64,37,2996,1382,1699,1009,9.39,75.24,71.02,1.62,70.4,95.9,68.9,Multimodal,DHL,19,7,3397.56,7.7,5.3,6.4,8.7,2.3,0.5,1,Yes,4,13.5,94.17,40.4,384396.48,45,23.33,High,8.8,745954.62,1,2024-12-26,46.04
SC00339,SUP019,Asia Sourcing,Vietnam,Latin America,Boston,Textiles,Semi-Finished,SKU9691,239716.05,51,1088,1403,1700,287,4.15,76.63,95.76,4.36,80.7,79.2,83.2,Road Transport,DHL,30,0,15617.97,0.4,2.0,7.6,7.5,0.2,0.3,2,Yes,10,3.4,70.28,57.8,898589.41,90,18.89,Low,4.4,630687.19,1,2025-03-06,39.51
SC00340,SUP028,Asia Sourcing,Thailand,Asia-Pacific,Phoenix,Consumer Goods,Assembly,SKU8780,53427.91,44,4216,819,464,1413,8.65,75.28,84.54,1.66,88.9,73.1,61.5,Sea Freight,Maersk,5,0,8304.22,1.2,5.1,7.6,8.7,3.8,1.1,0,No,10,3.8,79.38,44.3,4922687.5,45,19.74,High,6.3,426966.39,1,2025-09-08,38.26
SC00341,SUP045,Mega Manufacturing,Taiwan,Latin America,Dallas,Electronics,Component,SKU1144,248349.86,47,6546,3292,1595,144,6.98,66.45,95.45,4.35,67.0,90.9,76.6,Multimodal,COSCO,31,3,9113.52,2.0,1.6,8.9,5.4,1.4,9.7,2,Yes,7,18.5,75.23,17.0,2369307.4,90,2.62,High,4.9,902117.31,1,2025-07-14,37.78
SC00342,SUP047,Pacific Traders,Japan,Europe,Los Angeles,Consumer Goods,Raw Material,SKU2879,239368.53,16,4279,819,1709,182,9.43,87.3,78.0,1.85,81.9,84.2,62.9,Road Transport,DB Schenker,7,4,38157.59,4.0,6.7,7.3,7.5,7.1,9.4,0,Yes,6,0.6,87.67,44.5,4343360.25,30,20.91,High,8.7,650968.57,1,2024-11-30,32.85
SC00343,SUP036,Nexus Logistics,South Korea,Europe,Los Angeles,Raw Materials,Semi-Finished,SKU6668,90734.93,48,1782,419,1657,1246,5.27,85.91,86.5,6.79,88.6,59.2,58.3,Sea Freight,XPO Logistics,19,8,1283.98,8.5,7.5,9.3,1.4,6.6,1.9,1,Yes,5,9.3,77.63,45.6,4251324.71,90,10.2,Low,5.5,398355.32,1,2025-04-09,43.15
SC00344,SUP043,Asia Sourcing,Taiwan,Latin America,Chicago,Textiles,Finished Good,SKU8301,219756.57,40,5726,4219,845,457,10.9,87.87,83.33,3.18,77.8,91.0,41.5,Road Transport,Kuehne+Nagel,31,6,28111.6,3.5,1.1,3.3,3.5,0.4,1.6,1,No,13,6.3,77.77,53.1,2582021.81,60,6.57,Medium,4.8,83469.3,0,2025-12-12,35.22
SC00345,SUP046,Mega Manufacturing,Thailand,North America,New York,Raw Materials,Assembly,SKU4937,202259.84,52,7524,4517,410,1189,2.84,71.73,76.17,1.96,61.1,71.4,40.2,Rail,UPS,39,6,19283.34,6.5,4.7,5.0,3.9,8.4,2.4,3,No,12,13.3,84.65,45.1,3548104.16,30,14.39,Low,9.2,290704.86,1,2024-01-29,43.87
SC00346,SUP032,Mega Manufacturing,Vietnam,Latin America,Dallas,Food & Beverage,Semi-Finished,SKU4994,309845.8,8,1033,3302,1795,1035,10.07,75.35,81.45,6.5,78.0,59.4,53.6,Multimodal,DHL,24,7,25574.22,7.1,0.7,0.1,5.1,2.5,5.2,1,No,0,16.8,89.58,69.8,1004122.45,45,20.55,Critical,7.2,543726.73,1,2024-02-23,38.16
SC00347,SUP010,Nexus Logistics,USA,Europe,Boston,Electronics,Semi-Finished,SKU1653,319371.36,9,3698,1508,1600,474,10.61,86.69,82.59,2.74,71.9,64.1,64.4,Road Transport,DB Schenker,34,4,28360.1,5.9,6.0,0.1,9.3,4.3,5.7,2,Yes,9,7.2,73.64,15.0,3457563.69,45,19.47,Medium,1.1,275635.37,1,2025-10-18,42.15
SC00348,SUP013,Euro Distributors,USA,Latin America,Atlanta,Industrial Equipment,Component,SKU6258,27425.48,41,2080,767,1618,261,10.17,85.99,72.03,0.89,97.2,63.4,91.1,Road Transport,DB Schenker,23,4,16011.7,3.6,2.6,2.4,8.7,6.7,2.2,1,No,0,8.5,75.27,68.5,1398303.67,60,22.25,Medium,1.8,221235.35,0,2025-10-18,33.13
SC00349,SUP019,Express Logistics,Taiwan,Asia-Pacific,Denver,Automotive Parts,Assembly,SKU7248,190433.24,12,3156,2044,1673,1481,7.13,82.72,76.03,4.56,65.0,76.0,87.9,Sea Freight,DB Schenker,40,0,15107.89,5.8,5.3,1.0,1.3,4.3,7.6,0,Yes,0,19.6,77.42,39.2,4168707.38,30,23.2,Low,7.9,527393.51,1,2024-07-07,25.37
SC00350,SUP014,Express Logistics,India,Asia-Pacific,New York,Raw Materials,Assembly,SKU2857,314800.66,46,9084,2139,1142,1311,6.38,77.26,92.7,4.65,86.1,61.7,56.0,Rail,COSCO,6,8,36803.39,3.4,5.2,2.6,1.7,4.4,3.1,1,Yes,13,15.7,99.21,48.7,464434.46,60,5.95,Low,8.4,169820.35,1,2025-10-07,36.58
SC00351,SUP004,Express Logistics,Vietnam,North America,Phoenix,Electronics,Assembly,SKU7322,254052.45,53,891,3029,1587,421,11.96,96.95,97.05,5.72,62.1,56.2,54.7,Rail,Maersk,38,5,43628.21,0.8,9.2,1.8,3.6,0.7,9.2,2,No,9,17.9,81.91,8.1,3877036.43,45,10.6,High,5.5,800410.06,1,2025-03-30,31.95
SC00352,SUP038,Prime Materials Co,South Korea,Latin America,Los Angeles,Automotive Parts,Component,SKU5203,428962.47,32,5490,1549,656,549,4.29,76.89,77.59,1.92,77.8,56.2,53.6,Sea Freight,COSCO,41,8,10032.79,9.9,5.5,0.3,2.9,4.0,6.6,0,Yes,13,8.8,87.97,28.0,544687.69,90,0.37,Critical,5.5,484368.15,1,2025-10-18,45.37
SC00353,SUP048,Global Supplies Inc,India,Latin America,Houston,Electronics,Assembly,SKU9851,331053.35,35,6735,1764,924,1136,7.47,80.95,75.74,3.55,82.2,79.2,60.4,Rail,DHL,36,2,5332.13,1.3,5.8,9.1,6.1,7.6,4.4,3,No,7,4.7,77.25,55.6,4411886.72,45,21.98,Critical,6.3,573862.77,1,2024-05-19,32.26
SC00354,SUP035,Nexus Logistics,Vietnam,Latin America,Houston,Automotive Parts,Component,SKU5633,85652.54,13,2355,2645,1951,283,8.71,88.73,71.83,2.26,71.9,86.7,69.9,Road Transport,COSCO,27,4,44940.89,0.7,4.0,0.1,9.0,9.2,7.9,3,Yes,7,8.2,84.71,51.2,1555812.36,60,3.86,High,4.4,147383.27,0,2024-01-04,29.51
SC00355,SUP004,Prime Materials Co,Mexico,Latin America,Denver,Food & Beverage,Finished Good,SKU1404,39931.53,58,3710,3716,1449,210,9.01,84.01,88.75,0.65,78.2,66.1,66.3,Road Transport,Kuehne+Nagel,11,1,17819.83,8.8,9.5,7.4,9.6,4.1,8.2,3,Yes,13,14.3,72.22,3.8,3289247.16,90,21.54,Medium,6.8,324576.34,1,2025-02-14,56.59
SC00356,SUP048,Mega Manufacturing,South Korea,North America,Dallas,Chemicals,Component,SKU9468,322997.54,55,1707,4605,1181,607,4.04,77.14,76.31,7.01,66.5,51.7,53.1,Rail,DHL,5,9,27790.21,3.0,7.8,1.5,6.5,4.2,2.9,0,Yes,6,2.2,71.04,39.8,2463136.28,90,8.23,Medium,1.1,410089.68,1,2024-07-23,44.81
SC00357,SUP021,Global Supplies Inc,Vietnam,Europe,Seattle,Pharmaceuticals,Raw Material,SKU7143,18123.1,33,5279,4481,1354,1413,8.54,80.25,99.57,5.83,72.2,56.4,47.8,Road Transport,COSCO,17,4,18297.39,6.5,2.9,9.1,8.4,7.0,3.4,3,No,5,5.4,84.06,7.3,1863200.57,45,9.2,Low,9.6,808212.83,1,2025-10-05,48.66
SC00358,SUP004,Nexus Logistics,Vietnam,North America,Los Angeles,Pharmaceuticals,Assembly,SKU9426,294958.91,18,6673,2293,787,394,10.18,92.81,76.4,2.41,84.8,95.7,40.8,Rail,Maersk,7,7,6727.22,3.3,8.4,8.9,5.3,9.4,9.4,1,No,3,0.9,81.96,71.7,3244937.07,90,0.98,Critical,7.5,770159.52,1,2024-11-08,25.83
SC00359,SUP004,Asia Sourcing,USA,Europe,New York,Industrial Equipment,Raw Material,SKU9335,470413.97,44,1084,4837,675,1003,2.5,74.73,78.79,4.79,72.1,74.7,49.2,Sea Freight,UPS,27,1,29671.92,3.9,4.3,6.5,2.1,2.7,1.6,0,No,0,8.6,74.11,64.7,4740238.75,30,8.17,Medium,6.3,222977.47,1,2024-11-17,29.89
SC00360,SUP038,Nexus Logistics,Mexico,Europe,Seattle,Automotive Parts,Raw Material,SKU8300,289859.72,45,5876,2708,1185,1338,11.12,69.98,86.12,1.61,96.0,72.7,82.3,Multimodal,DB Schenker,15,7,26494.47,2.6,8.3,6.7,5.2,4.4,0.4,0,No,14,16.5,90.63,2.5,254285.25,45,22.21,Low,3.2,616179.08,1,2025-08-12,38.31
SC00361,SUP031,Tech Components Ltd,Vietnam,Europe,Phoenix,Chemicals,Finished Good,SKU8975,197144.11,26,3776,900,1500,1073,2.3,75.96,93.06,7.12,85.1,51.9,54.6,Sea Freight,Kuehne+Nagel,13,3,10548.18,3.4,8.2,0.1,5.6,8.0,4.5,0,No,14,0.5,99.79,62.0,4598321.64,45,0.64,High,1.6,243456.36,1,2024-03-25,44.83
SC00362,SUP033,Prime Materials Co,Mexico,Latin America,Denver,Automotive Parts,Semi-Finished,SKU1718,323427.67,15,3480,3084,355,731,5.56,94.73,81.43,0.92,77.5,86.4,68.1,Multimodal,UPS,11,9,22867.52,4.1,1.9,9.8,7.4,6.1,8.0,4,Yes,8,13.5,81.87,66.3,3064954.19,30,10.16,Low,4.1,988247.16,0,2024-04-23,31.52
SC00363,SUP034,Prime Materials Co,Japan,North America,Los Angeles,Industrial Equipment,Finished Good,SKU5856,231835.18,27,8811,2009,1983,1150,2.16,68.11,79.79,0.03,61.6,76.4,75.5,Sea Freight,FedEx,26,9,39948.9,7.2,7.0,8.8,2.2,1.1,7.7,2,No,14,18.6,88.74,26.1,4046205.79,45,0.78,High,6.6,952123.88,1,2024-06-10,37.02
SC00364,SUP011,Nexus Logistics,Mexico,Europe,Chicago,Raw Materials,Component,SKU4154,275080.31,5,8882,241,1441,832,2.77,99.71,99.85,4.02,80.0,60.1,93.2,Air Freight,Kuehne+Nagel,22,0,29726.09,5.1,2.9,9.0,3.7,6.3,9.2,4,No,0,4.7,98.89,52.1,1950181.02,60,9.27,Critical,6.3,563264.72,0,2024-09-12,23.77
SC00365,SUP004,Euro Distributors,Germany,Asia-Pacific,Atlanta,Electronics,Component,SKU6248,471025.08,50,1150,2385,389,1354,11.11,83.94,65.37,4.67,90.6,55.5,93.3,Road Transport,Maersk,28,4,5297.41,9.4,3.0,6.6,3.6,1.9,5.3,4,No,3,13.9,94.95,32.4,2385622.73,60,4.32,Critical,3.8,698902.57,1,2025-06-12,45.03
SC00366,SUP033,Express Logistics,South Korea,Europe,Los Angeles,Chemicals,Assembly,SKU9419,196120.81,41,3733,4268,1640,420,5.55,99.47,96.33,4.63,70.6,69.2,84.7,Sea Freight,Kuehne+Nagel,24,0,27627.06,0.4,3.0,3.4,9.6,5.1,1.0,4,No,2,19.5,83.91,47.5,4350811.22,45,6.31,Medium,6.1,801430.38,0,2025-12-31,33.27
SC00367,SUP006,Nexus Logistics,USA,North America,Houston,Textiles,Raw Material,SKU2349,480789.33,25,6442,671,1180,1012,6.25,97.86,70.22,0.44,92.3,91.9,42.1,Multimodal,Maersk,29,6,35285.55,5.0,7.3,8.9,4.4,5.3,5.9,2,Yes,6,19.2,92.12,25.2,2103497.45,30,21.94,Low,8.1,720998.42,1,2025-10-26,27.07
